MonthlyIncome,MonthlyRate,DailyRate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,JobLevel,TrainingTimesLastYear,YearsSinceLastPromotion,JobInvolvement,RelationshipSatisfaction,WorkLifeBalance,Education
3910,4678,1128,9,9,2,6,0,0,1,1,4,5,1,2,3,1
2308,2999,966,5,2,1,1,0,1,0,1,0,2,2,1,2,3
9542,22627,635,11,2,1,1,0,1,0,3,2,1,3,1,2,3
2913,10789,1101,5,5,3,1,0,2,1,1,3,0,3,3,3,3
2250,6192,696,1,1,1,1,0,1,1,1,3,1,2,2,2,3
1173,9273,322,1,1,0,0,0,3,1,1,2,1,2,3,2,3
6779,12074,923,10,0,0,0,0,0,0,2,2,0,1,1,2,1
17363,16356,1121,22,17,11,5,0,1,1,4,0,11,2,3,3,3
2298,3038,751,5,2,0,0,1,2,0,1,2,2,2,1,2,3
8401,9923,390,10,1,1,1,0,0,0,3,2,0,3,2,2,3
2256,3608,541,5,3,2,2,0,2,1,1,4,1,2,3,3,2
2536,25606,127,2,2,1,1,0,1,1,1,1,0,3,2,3,3
1823,9740,385,1,1,0,0,0,1,2,1,3,0,2,2,3,3
2355,12188,346,3,1,1,0,0,1,3,1,3,0,1,3,2,2
2331,20997,599,1,0,0,0,0,0,1,1,4,0,1,1,4,1
2438,14775,450,1,1,0,0,0,2,2,1,2,0,2,1,2,2
3389,14969,502,5,0,0,0,0,2,0,1,4,0,3,2,1,3
12194,9374,224,18,15,7,7,0,1,0,3,3,4,3,3,2,3
9725,5288,728,10,10,8,6,1,0,1,2,3,6,2,4,2,3
2732,8302,898,16,15,11,12,0,0,2,1,1,13,3,3,3,3
2684,8161,783,16,15,12,12,0,0,1,1,1,12,3,3,2,4
2033,15866,254,7,5,2,4,1,0,1,1,2,3,3,1,2,3
1100,9463,373,1,1,0,0,0,2,1,1,3,0,2,3,2,3
9866,4728,866,12,11,7,6,1,0,1,2,3,5,2,4,3,2
2429,15293,282,7,4,1,2,0,2,0,1,2,0,3,1,2,1
8189,18719,861,8,2,0,1,1,1,0,2,2,0,3,1,3,4
2472,17461,644,1,1,1,1,0,3,2,1,2,0,3,2,2,3
4786,26120,1090,4,2,2,1,2,2,0,1,3,2,3,1,3,3
5427,22114,770,7,2,2,1,1,2,0,2,2,1,1,3,2,2
10828,25533,1053,15,15,7,8,0,2,2,3,2,9,1,3,1,3
2232,5723,514,5,5,4,3,0,1,1,1,2,3,2,2,3,3
2528,3032,1062,3,2,2,2,0,1,0,1,0,2,2,3,3,3
3167,17481,863,10,4,3,0,0,1,0,1,1,0,1,2,2,3
11296,14315,438,18,15,3,6,1,2,0,3,2,11,2,3,1,3
5014,7965,712,8,2,1,0,0,2,0,2,2,1,2,2,2,3
18266,16439,1383,22,17,11,6,0,1,1,4,0,11,3,4,2,3
3963,17201,699,9,0,0,0,0,0,0,1,2,0,2,2,3,3
2589,25365,233,2,2,2,2,0,2,0,1,2,2,2,3,1,2
3922,9075,1344,4,2,2,2,0,1,1,1,2,1,2,3,3,1
2492,14926,1069,8,3,2,2,0,0,0,1,3,1,3,3,4,3
4733,23090,852,7,6,2,1,1,2,3,2,1,2,3,2,2,3
1387,17151,1300,1,1,0,0,0,0,1,1,5,0,2,1,2,3
2313,3172,396,5,1,1,0,2,0,0,1,3,1,2,3,3,3
4497,10258,850,11,9,7,6,0,2,2,1,2,5,3,1,3,3
2531,18423,1187,2,1,0,0,0,0,2,1,2,0,2,1,2,3
3249,11676,418,9,6,4,4,0,1,2,1,2,2,2,2,3,2
2591,14646,642,5,2,2,2,0,0,0,1,3,1,1,3,3,3
7224,14048,1196,13,7,6,6,2,1,1,2,2,0,3,3,3,3
5309,4275,1310,8,4,2,3,0,2,0,2,2,0,3,2,2,3
2334,10899,1189,1,0,0,0,0,1,1,1,3,0,1,3,2,3
1266,26929,1039,0,0,0,0,0,2,3,1,3,0,3,4,2,1
9567,10344,1182,9,8,7,7,0,0,3,2,2,3,3,1,3,2
2403,25733,167,7,7,1,6,0,1,3,1,2,6,3,3,3,3
4234,5179,351,8,7,2,5,0,0,2,2,4,0,3,2,1,4
2735,22806,425,7,6,6,0,0,1,0,1,2,0,2,2,2,3
3590,17159,567,10,0,0,0,0,0,0,1,2,0,2,2,3,3
2747,8308,861,17,16,12,13,0,0,2,1,1,14,3,2,3,3
2365,6580,898,4,3,1,3,0,1,2,1,3,1,3,3,2,2
8804,10148,445,10,1,1,1,0,0,0,3,2,0,3,2,2,3
3100,19846,1004,15,1,0,0,0,1,2,1,0,0,2,3,1,3
8092,22655,415,10,8,7,5,0,2,2,3,1,6,2,1,3,1
7290,11175,460,11,10,7,9,0,0,2,2,2,2,2,1,1,1
3292,21758,715,2,2,1,0,0,1,2,1,1,0,2,2,2,2
9995,22780,1243,8,5,3,1,0,1,3,2,0,3,2,3,3,2
9917,23638,1424,6,3,0,2,0,2,3,2,0,2,2,3,2,2
4659,7826,756,14,11,6,7,0,1,0,2,2,7,2,2,3,3
2397,19038,1060,1,1,0,0,2,1,1,1,1,0,2,3,2,2
5547,18510,404,16,2,1,0,0,1,0,2,2,0,2,2,2,2
2206,3369,1010,1,1,0,0,0,0,2,1,3,0,3,1,1,2
5259,22339,868,7,4,2,1,1,2,0,2,2,1,1,3,2,2
2117,3287,911,17,1,0,0,0,2,2,1,5,0,2,2,3,3
5120,3074,1138,6,4,3,2,0,0,2,1,2,1,2,2,2,3
2153,2565,1272,6,0,0,0,0,1,2,1,2,0,2,2,3,2
2406,14179,1438,5,3,2,2,1,1,0,1,2,0,3,4,3,3
12244,16738,1141,23,2,2,0,0,1,0,3,1,1,3,3,2,3
4522,4582,729,8,7,3,4,1,0,1,1,3,4,2,1,3,2
2019,6558,734,3,3,1,2,0,1,1,1,2,0,2,2,3,2
2187,25146,608,1,1,1,1,0,1,1,1,2,1,2,2,1,2
3148,11761,495,4,3,2,2,0,1,2,1,2,0,2,2,4,2
2385,14771,1030,4,3,2,1,0,2,1,1,2,0,2,3,2,1
3164,10985,1249,4,4,3,2,0,2,2,1,3,0,3,3,2,4
2515,18412,511,4,1,1,0,0,1,2,1,2,0,2,2,3,4
1828,11563,191,3,2,0,0,0,2,1,1,2,0,1,2,3,1
2558,23037,530,7,5,5,0,0,1,1,1,2,0,3,2,2,4
11164,24928,1137,19,8,2,4,0,2,0,3,2,3,1,3,2,3
3773,9545,540,4,2,2,2,0,1,2,1,2,0,2,3,1,3
1899,26816,598,1,1,0,0,0,0,3,1,2,0,3,1,2,2
2523,21659,474,9,7,5,5,0,0,0,1,3,0,2,1,3,2
2208,3371,983,1,1,0,0,1,1,3,1,3,0,3,1,1,2
2379,19676,1129,4,4,1,3,0,1,1,1,1,0,2,2,2,3
4920,22396,731,8,6,3,1,0,1,2,2,4,1,2,2,3,2
5753,17538,130,7,4,2,0,0,1,0,2,3,0,2,1,1,2
2165,6863,918,5,4,1,3,0,1,2,1,3,1,3,3,2,2
3730,24748,1045,4,2,2,1,0,2,0,1,3,2,1,3,2,3
16458,16388,1022,21,15,10,5,0,1,1,4,1,10,2,3,3,3
1475,26873,777,0,0,0,0,0,2,3,1,2,0,3,4,2,1
5273,5884,273,10,6,1,6,1,0,2,1,2,0,3,2,2,4
10582,15806,488,25,14,3,3,1,1,2,3,3,1,2,2,3,3
10129,11413,957,10,3,2,2,2,0,0,3,2,0,3,3,2,3
13153,24310,1152,21,17,5,9,0,2,1,3,2,11,1,3,1,2
14414,24538,903,28,24,7,9,0,1,2,4,2,13,1,3,1,3
5739,19402,904,14,3,2,2,0,2,0,2,0,0,2,2,1,2
3876,22133,357,5,4,1,2,0,0,2,1,1,0,2,1,2,3
2779,14638,430,2,1,1,1,0,1,0,1,3,1,1,3,2,3
1220,9230,352,1,1,0,0,0,2,0,1,3,1,2,3,2,2
4800,17420,878,7,2,0,2,0,1,2,2,3,2,2,2,2,4
4076,4181,588,7,7,2,7,0,1,2,1,2,6,2,1,1,2
2643,18141,1094,3,2,1,0,0,0,2,1,1,0,1,1,2,3
2758,21487,467,12,8,6,6,0,0,0,1,2,1,3,1,3,2
5785,19416,940,13,4,2,3,0,2,0,2,0,0,2,2,1,2
2034,8214,1329,0,0,0,0,0,1,1,1,3,0,3,3,2,2
2703,20441,926,7,2,2,2,0,2,2,1,2,1,3,3,3,2
2227,3878,664,9,6,6,6,0,1,0,1,4,2,1,3,3,2
2273,10119,824,8,5,0,3,1,1,1,1,2,0,2,2,4,3
3854,21864,403,6,4,2,2,0,0,1,1,2,0,3,1,2,3
2645,3875,902,3,2,2,2,0,1,0,1,2,0,2,3,2,2
11610,9812,741,16,13,7,7,0,0,1,3,2,3,3,1,2,3
5443,6198,266,10,6,1,6,1,0,2,2,3,0,2,2,2,3
7689,11850,1272,13,5,3,4,0,0,1,2,2,0,2,1,2,1
4616,23283,666,5,4,2,1,1,2,3,2,0,2,3,2,2,3
13523,9321,306,23,18,7,7,0,1,0,3,2,3,3,2,2,3
10003,11980,634,29,9,8,8,0,0,1,3,0,4,2,3,2,3
2127,9923,438,1,1,0,0,0,1,2,1,2,0,2,2,3,3
2729,13132,155,0,0,0,0,0,0,0,1,1,0,3,2,3,2
2215,10123,379,2,1,0,0,0,0,2,1,1,0,2,1,3,2
1983,6162,565,1,1,1,0,0,1,0,1,2,0,2,2,3,3
3419,17257,749,10,5,5,5,1,1,0,1,2,5,2,1,3,3
2125,15340,319,6,3,1,2,0,0,0,1,2,0,3,1,3,2
4023,9380,727,5,2,2,2,0,0,0,1,4,0,2,3,3,2
3139,11597,496,5,3,2,2,0,0,2,1,2,0,2,2,3,2
9846,14019,643,19,18,7,7,0,3,2,3,3,2,2,3,3,3
11391,16439,837,25,4,4,1,0,2,0,3,1,2,3,2,3,3
2320,13310,666,3,1,0,0,0,2,2,1,3,0,2,3,2,1
2754,8979,1004,1,1,0,0,0,2,3,1,2,0,3,1,2,1
9767,13794,662,10,9,6,7,0,2,1,3,2,5,2,3,2,2
3909,4677,1128,9,9,2,6,0,0,1,1,4,5,1,2,3,1
2298,25217,369,3,3,2,2,0,2,2,1,2,1,3,2,3,3
2902,13044,136,0,0,0,0,0,0,0,1,1,0,3,2,3,2
5791,8420,948,7,7,6,4,0,2,2,2,0,6,2,1,3,3
4622,5431,320,10,8,2,7,0,0,3,2,3,0,3,2,1,4
13230,24362,1173,20,16,5,8,0,2,1,3,2,10,1,3,2,2
2332,20971,655,2,1,1,1,0,0,2,1,4,0,1,1,3,1
2630,20539,917,7,3,3,3,0,2,2,1,2,1,3,3,3,2
2200,15334,299,6,3,1,2,0,0,0,1,2,0,3,1,3,2
10361,25617,1010,13,13,7,7,0,2,2,3,2,8,1,2,2,3
5399,21323,589,8,7,5,5,0,1,0,2,4,0,2,3,3,3
7882,14088,640,10,9,6,4,1,2,0,2,2,0,3,4,3,3
2198,3261,1259,8,3,2,2,0,0,0,1,2,0,2,2,1,3
2234,10160,371,2,2,1,1,0,0,2,1,1,0,2,1,3,2
2908,19718,1003,1,1,0,0,0,2,2,1,4,0,2,1,3,3
4262,3722,673,9,9,4,7,0,2,1,1,2,5,2,1,1,3
4988,21782,282,7,2,2,2,0,0,1,2,5,2,1,3,2,1
6864,13855,969,12,8,7,7,2,1,2,2,2,2,3,3,3,3
2713,25418,158,1,1,0,0,0,1,1,1,0,0,3,3,2,2
2459,21065,771,9,8,7,7,0,1,1,1,2,1,2,1,3,2
2958,13007,128,1,1,0,0,0,0,0,1,2,0,2,2,3,3
6943,23350,518,16,4,3,3,0,2,1,2,3,2,3,1,3,1
1405,17045,1205,1,1,0,0,0,0,1,1,5,0,1,1,2,3
2434,10330,1135,15,8,0,6,2,1,0,1,1,1,2,2,3,3
4156,22622,1471,18,4,3,3,0,0,0,1,2,1,2,1,3,1
2454,18590,1289,4,2,0,1,0,1,2,1,2,0,2,1,2,3
2714,25423,155,1,1,0,0,0,1,1,1,0,0,3,3,3,3
9948,21530,793,14,12,11,1,0,0,2,3,2,6,2,3,2,3
4599,23888,674,4,3,2,1,0,2,1,2,1,2,3,2,2,3
2580,17142,651,2,1,1,1,0,2,2,1,2,0,3,2,2,3
4148,10152,976,9,4,3,3,0,0,0,1,2,0,2,1,3,3
5899,15181,516,8,2,1,1,0,2,1,2,1,1,2,1,3,2
7788,10767,335,11,6,5,6,0,0,1,3,2,1,2,1,1,1
1781,26945,629,0,0,0,0,0,0,3,1,2,0,3,1,2,2
2554,18290,406,5,1,1,1,0,1,1,1,2,0,2,2,3,4
2469,5036,447,8,8,8,7,0,1,2,1,2,4,2,3,2,4
4540,10393,896,12,10,8,6,0,2,2,1,2,5,3,1,4,3
1313,16131,712,1,1,0,0,0,2,1,1,3,0,1,2,2,3
3633,17176,586,10,0,0,0,0,0,0,1,2,0,2,2,3,3
2541,19495,1192,1,1,0,0,0,2,0,1,1,0,2,2,2,3
2696,25397,176,1,1,0,0,0,1,1,1,0,0,3,3,2,2
7419,23022,376,10,7,6,6,0,2,1,2,1,5,3,1,3,1
10844,2339,1277,23,20,6,6,0,0,1,3,1,4,2,3,2,2
4436,10275,787,9,8,6,5,0,2,2,2,2,3,3,1,4,2
14746,23996,1176,16,6,5,6,0,1,1,3,2,5,3,4,3,1
2008,13041,125,5,3,1,2,0,2,2,1,3,0,2,2,3,2
2154,3355,943,9,1,0,0,1,1,3,1,4,0,3,1,2,2
10765,25100,1147,18,4,2,3,0,2,0,3,2,0,1,3,2,3
2458,25989,312,1,1,0,0,0,1,2,1,2,0,3,1,3,1
4393,15613,566,5,2,2,1,0,0,0,1,2,2,2,2,2,2
1182,16082,857,1,1,0,0,0,2,1,1,3,0,3,2,2,3
10320,4830,401,24,24,8,6,1,3,2,3,4,7,2,2,2,2
2368,14388,1230,7,3,2,2,0,0,0,1,2,0,3,3,3,3
1381,16208,684,3,3,0,2,0,2,1,1,3,2,3,2,2,3
9321,22406,715,11,3,2,2,0,1,0,3,2,2,3,1,2,3
2398,3032,882,5,2,0,0,0,2,0,1,1,2,3,1,2,3
2491,6419,845,1,1,1,1,1,1,1,1,3,1,2,3,2,2
2398,17192,760,2,2,2,2,0,2,2,1,2,0,3,2,3,2
2297,10521,1200,1,1,0,1,0,1,0,1,1,0,1,2,2,2
6413,14735,753,10,4,1,1,1,2,1,2,2,0,2,2,3,3
5362,19095,696,21,1,0,0,0,2,0,2,2,0,2,3,2,2
2808,6373,753,4,3,2,2,0,1,2,1,3,1,3,3,2,2
2550,8947,1242,1,1,0,0,0,2,2,1,3,0,2,1,2,1
7750,9030,1237,9,9,7,7,0,1,1,2,2,4,3,1,3,4
2248,3660,563,6,4,3,3,0,1,0,1,4,1,1,3,3,2
2676,3108,1091,1,1,1,1,0,1,0,1,0,1,3,3,2,3
2341,9059,972,2,2,1,1,0,1,0,1,3,0,2,2,2,1
12544,9351,234,19,16,7,7,0,1,0,3,2,4,3,3,2,3
3937,9267,1251,4,2,2,2,0,2,1,1,3,0,2,2,3,1
5690,22409,721,7,4,3,3,1,2,0,2,2,1,1,4,2,2
4049,15064,392,5,2,2,2,0,0,0,1,2,2,1,1,3,2
2648,22924,478,7,6,6,0,0,1,1,1,2,0,3,2,2,4
3901,15047,462,5,1,0,0,0,1,0,1,3,0,2,2,1,3
3991,4868,963,9,8,1,5,0,0,0,1,4,4,1,2,3,1
6439,10494,789,9,4,3,2,0,1,1,2,2,0,3,3,3,1
4608,4568,673,8,6,3,4,1,0,1,1,3,4,2,1,3,2
7415,23024,377,10,7,6,6,0,2,1,2,1,5,3,1,3,1
6590,20373,423,11,5,5,5,0,2,0,2,2,5,1,1,2,4
2086,20067,942,5,3,0,2,0,0,0,1,1,0,2,2,1,2
19648,25818,272,35,31,14,8,0,2,0,5,2,8,1,4,3,1
2480,3725,540,9,7,6,5,0,2,1,1,3,5,2,3,1,2
1997,26693,563,1,1,0,0,0,0,3,1,2,0,3,1,2,2
1406,25048,727,0,0,0,0,0,1,2,1,2,0,3,2,3,3
2578,18285,819,3,1,0,0,0,0,2,1,2,0,2,1,3,3
3706,20965,1331,4,4,3,2,0,1,2,1,2,0,2,1,2,1
2205,3368,1022,2,1,0,0,0,0,2,1,3,0,3,1,1,2
2634,5268,428,9,5,5,4,0,1,2,1,2,4,2,3,2,3
2434,18747,814,1,1,0,0,2,1,1,1,2,0,2,3,3,2
2371,12969,112,4,2,1,1,0,1,1,1,3,0,2,2,3,3
10451,5464,1190,15,3,2,2,0,0,0,3,1,2,2,2,2,3
2197,13449,576,1,0,0,0,0,2,2,1,1,0,2,4,2,1
5144,18462,678,16,4,1,3,0,1,1,2,2,3,2,2,2,3
1914,6154,531,1,1,1,0,0,1,0,1,2,0,2,2,3,3
3300,11711,408,5,3,2,2,0,1,2,1,2,0,2,2,4,2
4327,3567,713,11,10,4,7,0,2,1,1,3,4,2,1,2,3
2569,11563,631,15,7,5,5,2,1,2,1,2,5,3,3,2,2
12171,16859,1011,21,1,0,0,0,0,1,3,2,0,3,3,2,3
2362,15541,719,6,1,0,0,1,1,1,1,3,0,2,3,3,3
4685,3114,896,12,11,6,6,0,1,0,2,3,2,2,2,2,3
2584,8928,1287,1,1,0,0,0,2,2,1,3,0,2,1,2,1
3205,17055,465,5,1,1,1,0,0,1,1,2,1,3,2,2,3
2551,9150,529,1,1,0,0,0,1,1,1,2,0,2,2,3,2
10211,21912,651,15,8,7,0,0,0,1,3,3,3,2,2,3,3
3078,6565,589,6,5,3,3,0,0,2,1,2,0,3,3,2,1
3792,20850,1328,4,4,3,2,0,1,2,1,2,0,2,1,2,1
2450,14748,457,1,1,0,0,0,2,2,1,3,1,1,2,2,2
9995,11972,619,30,9,8,8,0,0,2,3,0,4,2,3,2,3
5666,22379,725,7,4,3,3,1,2,0,2,2,1,1,4,2,2
2540,18320,427,5,1,1,0,0,1,2,1,2,0,2,2,3,4
2433,15371,351,7,3,0,2,0,2,0,1,2,0,3,1,3,2
19418,24480,409,35,23,11,6,0,0,3,5,2,9,3,4,3,3
3309,17307,820,10,7,7,6,1,2,1,1,1,6,2,1,2,3
2534,11319,952,3,1,0,0,0,0,2,1,4,0,2,3,3,3
9369,13668,661,9,9,7,6,0,3,1,3,2,3,2,4,3,2
2448,10331,1234,16,9,0,6,2,1,0,1,1,1,2,2,3,3
2480,23005,1287,1,1,0,0,0,3,2,1,3,0,2,3,1,1
5923,21172,356,10,9,3,5,1,2,2,2,3,6,3,3,2,3
7908,18539,673,6,5,2,3,0,0,0,2,2,0,3,1,2,3
1913,13625,262,0,0,0,0,0,1,1,1,0,0,2,3,3,1
3215,6627,579,7,5,3,3,1,1,1,1,2,0,2,2,3,1
7605,23903,205,9,9,5,8,1,3,1,3,2,3,3,2,2,2
2494,9459,482,3,2,1,1,0,2,2,1,0,0,2,2,2,3
9750,9670,225,8,8,7,7,0,1,0,2,4,7,3,3,2,3
8902,13805,648,9,9,7,6,0,3,1,3,2,2,2,4,3,2
1808,24115,982,4,2,1,1,0,0,2,1,2,0,3,2,3,4
10635,25189,1143,17,4,2,3,0,3,0,3,2,0,1,3,2,4
2533,8707,941,6,4,2,3,0,0,2,1,4,0,2,3,3,2
1773,3412,1269,3,1,0,0,1,0,1,1,2,0,3,2,2,3
2008,14298,410,0,0,0,0,0,0,1,1,1,0,2,3,3,3
19577,16792,1293,23,20,13,7,0,1,1,5,0,13,3,4,3,3
3957,9252,1053,4,2,2,2,0,1,1,1,3,0,2,3,3,1
2216,3219,1221,8,3,2,2,0,0,0,1,1,0,2,2,1,3
2405,7320,333,1,1,1,0,2,1,2,1,3,0,3,3,3,2
9243,17049,310,11,5,4,0,0,1,2,3,1,1,2,2,3,3
2475,22710,385,6,5,5,0,0,1,0,1,2,0,2,2,2,3
2436,10413,1262,2,2,0,0,0,2,0,1,2,0,1,3,2,2
5880,14803,468,8,4,2,3,0,2,1,2,1,2,2,2,3,2
2569,20200,948,7,3,2,2,0,2,2,1,1,1,3,4,2,3
2627,17673,1112,9,6,6,0,0,2,1,1,1,1,1,2,2,3
2693,21825,588,5,3,2,2,0,1,2,1,2,0,3,3,1,3
9430,13650,663,9,9,7,6,0,3,1,3,2,3,2,4,3,2
3600,17196,623,10,1,1,1,0,0,0,1,2,1,2,1,3,3
2433,15406,426,7,3,0,2,0,2,0,1,2,0,3,1,3,2
6504,8735,1452,14,4,3,3,2,0,1,2,2,2,2,1,3,5
2371,10325,690,9,5,1,3,1,0,1,1,0,1,2,1,3,2
10526,15646,504,26,17,4,4,1,1,2,3,3,1,2,2,3,3
5192,21558,433,8,4,3,4,0,1,0,2,5,1,1,3,3,2
2254,23363,1085,4,2,1,1,0,1,2,1,3,0,3,4,2,2
2855,17458,919,9,5,4,1,0,1,1,1,1,1,1,3,2,2
7251,11300,486,10,9,6,8,0,0,2,2,2,2,1,1,1,1
10417,3638,1028,20,18,6,6,1,1,1,3,3,3,2,2,3,1
6430,8719,1453,14,3,3,3,2,0,1,2,2,2,2,1,3,5
2175,9259,726,3,3,2,2,0,1,0,1,2,1,2,3,2,1
5009,21751,300,8,3,3,2,0,0,1,2,5,3,1,3,2,1
6503,23160,605,15,3,2,2,1,2,0,2,3,1,2,1,2,2
4849,3101,959,10,9,5,5,0,1,1,2,3,2,2,2,2,3
10353,16190,388,25,5,5,1,1,1,1,3,1,3,2,1,3,3
8538,9289,700,8,8,7,7,0,1,0,2,3,5,3,2,3,3
2437,26137,366,1,1,0,0,0,0,2,1,2,0,3,1,3,1
2434,12112,408,7,3,3,1,1,2,3,1,3,2,1,3,2,2
2675,5219,506,9,9,8,7,0,2,2,1,2,6,2,3,2,3
2306,3063,665,5,2,0,0,1,2,0,1,2,2,2,1,2,3
2091,14482,446,1,1,0,0,0,0,1,1,2,0,1,3,3,3
2843,11549,661,4,2,1,1,0,0,2,1,3,0,2,2,3,2
2326,10535,361,4,3,2,2,0,0,2,1,0,1,2,1,2,2
7075,18752,612,12,3,1,1,0,0,0,2,2,0,2,2,3,3
9981,11561,976,11,3,2,2,3,0,0,3,2,0,3,3,3,3
3751,9593,520,4,3,2,2,0,2,2,1,2,0,2,3,1,2
7856,11932,1287,12,6,4,5,0,0,1,2,2,0,2,1,2,1
1799,26757,396,0,0,0,0,0,1,2,1,2,0,3,4,2,1
3733,3144,1089,9,8,7,6,0,0,0,1,2,7,2,1,2,3
2712,17886,894,8,5,5,0,0,2,1,1,1,1,1,2,2,4
2544,22935,1347,1,1,1,0,0,2,1,1,3,0,3,3,2,1
19715,18947,1015,23,12,7,5,0,0,2,5,1,7,3,4,3,3
2432,25618,154,7,7,2,6,0,2,2,1,2,6,2,3,2,3
6126,20421,464,10,6,6,6,0,2,1,2,2,5,1,1,1,3
2474,21109,544,1,0,0,0,0,0,2,1,4,0,1,1,3,1
2303,23272,517,1,1,0,0,0,2,2,1,3,0,1,2,1,3
10496,25555,1085,15,10,5,6,0,3,1,3,2,5,1,3,2,4
3319,6870,1034,9,5,3,3,0,0,2,1,3,0,2,2,3,3
7772,5829,1158,9,9,8,7,1,2,1,2,3,6,2,1,3,3
5930,8872,1434,13,2,2,2,2,0,0,2,2,1,1,2,2,4
2283,6196,713,1,1,1,1,0,1,1,1,3,1,2,2,2,3
3518,14920,544,5,0,0,0,0,1,0,1,4,0,2,2,1,3
1626,24918,1038,1,1,0,0,0,1,2,1,2,0,3,1,3,3
2363,20904,867,7,7,6,6,0,1,2,1,2,0,1,1,3,1
2336,10901,405,5,4,2,2,2,0,2,1,1,1,2,2,2,2
5203,18668,665,18,3,0,2,0,1,0,2,2,2,2,2,2,2
2048,14480,448,1,1,0,0,0,0,1,1,2,0,2,2,3,3
7879,9381,966,10,6,4,4,0,0,1,3,2,2,3,1,2,4
2299,19466,1247,2,2,1,1,0,2,0,1,0,0,3,3,2,3
9719,5304,734,10,10,8,6,1,0,1,2,3,6,2,4,2,3
6393,14276,923,12,5,2,0,1,1,0,2,2,0,2,3,2,3
10526,24870,1200,16,3,1,2,0,2,0,2,1,0,1,4,3,3
13112,24708,1255,15,6,5,6,0,2,0,3,2,5,2,4,3,1
1787,24154,997,4,2,1,1,0,0,2,1,2,0,3,2,3,4
6753,19106,931,7,5,3,4,0,1,0,2,1,0,3,1,1,2
2715,10596,1202,11,7,2,4,1,2,1,1,3,0,3,3,3,4
2764,20322,954,6,1,1,1,0,1,1,1,2,1,3,3,3,3
2532,10291,1231,10,6,1,3,1,2,0,1,2,1,3,3,3,2
2476,26179,324,4,1,0,0,0,1,3,1,3,0,3,1,3,2
2472,26109,377,1,1,0,0,0,1,3,1,2,0,3,1,3,1
2429,17326,842,3,3,3,1,0,3,2,1,2,0,2,2,2,3
4951,3093,999,9,8,4,4,0,0,1,2,2,1,2,2,2,3
19549,16357,1349,23,21,14,7,0,1,1,5,0,14,3,4,3,3
2831,21651,467,3,1,0,0,0,0,2,1,3,0,3,3,2,4
3000,22260,1458,4,3,2,2,0,1,0,1,4,0,3,2,2,1
2315,6199,729,1,1,1,1,0,1,1,1,3,1,2,2,2,3
6027,21125,345,10,9,2,6,1,2,2,2,3,6,3,3,2,3
1903,26679,305,1,1,0,0,0,0,0,1,2,0,3,4,3,2
5244,15881,702,6,1,0,1,0,2,1,1,1,0,2,2,2,2
5575,8314,1114,12,1,1,1,2,0,0,2,3,1,2,2,2,4
3817,4460,1007,7,7,5,6,0,2,3,1,2,5,3,1,3,1
4193,10181,945,8,4,3,3,0,0,0,1,2,0,3,1,4,2
2491,7250,631,1,1,0,0,2,1,1,1,2,0,2,2,3,3
2421,15379,836,5,1,0,0,0,2,2,1,3,0,2,3,2,2
2670,25458,153,1,1,0,0,0,1,2,1,0,0,3,4,3,3
4429,3852,723,6,6,2,5,0,1,3,1,2,5,2,1,1,3
8208,18541,723,7,3,1,2,0,0,0,2,2,0,3,1,3,4
8958,12196,1293,10,8,6,7,0,0,1,3,2,0,2,1,2,2
2304,12352,268,3,2,2,0,0,2,2,1,3,0,1,3,2,2
5221,9639,1291,7,5,3,3,0,2,0,2,2,1,1,1,2,3
8351,10277,245,11,1,1,1,0,0,0,3,2,0,2,2,1,2
2291,3457,444,4,2,1,1,0,2,2,1,4,1,3,3,2,2
2925,6457,681,5,4,3,3,0,0,2,1,3,0,3,3,2,1
2568,17626,563,1,1,0,1,0,3,1,1,2,0,3,2,1,3
1993,8087,1249,2,2,1,1,0,0,1,1,2,2,3,3,3,3
19416,25785,280,38,31,14,8,0,1,2,5,2,11,2,4,3,3
4738,25812,999,4,2,2,1,2,2,0,1,3,2,3,1,3,3
4779,10405,862,12,10,8,6,0,2,2,2,2,5,3,1,3,3
6081,20099,682,9,6,5,5,0,2,1,2,1,3,2,1,1,2
2492,11404,563,12,6,4,4,2,1,2,1,2,4,3,3,2,2
4677,16859,983,7,1,1,0,0,2,2,1,3,1,3,2,2,3
2391,12218,333,3,1,1,0,0,2,2,1,3,0,1,3,2,2
8737,17909,596,9,3,2,0,1,1,1,3,2,0,2,2,3,4
11110,14480,489,18,15,2,6,0,2,0,3,2,11,2,3,1,3
1837,26738,355,0,0,0,0,0,1,1,1,2,0,3,4,2,1
4127,5824,356,5,1,1,0,2,0,0,1,3,0,2,3,3,3
2347,26257,300,1,1,0,0,0,0,2,1,2,0,3,1,3,1
2778,14561,554,2,2,2,2,0,1,0,1,3,1,1,3,3,3
2555,18372,450,3,1,0,0,0,2,0,1,2,0,2,2,4,3
2362,14644,960,9,3,2,2,0,0,0,1,3,0,3,3,3,3
2996,19719,1149,9,1,0,0,0,1,1,1,1,0,2,2,2,3
2393,23249,455,1,1,0,0,0,2,1,1,3,0,1,2,1,3
10401,9490,172,11,10,7,7,0,1,0,2,4,6,3,3,2,3
2581,5716,530,5,0,0,0,0,0,2,1,3,0,2,3,2,2
